811,619,574,642,818,60,685,813,819,90
285,569,868,844,2,382,980,201,354,968
132,824,981,942,545,156,653,261,233,822
613,176,979,682,722,984,678,734,248,708
371,906,383,477,264,129,646,430,614,105
178,392,567,257,527,690,174,763,223,252
746,221,154,777,621,489,592,442,805,362
312,57,124,826,113,350,128,23,492,671
282,945,209,913,260,325,465,949,807,381
416,780,368,628,740,389,988,393,600,278
702,628,944,863,546,780,389,541,712,192
946,454,20,677,139,68,72,938,64,680
388,974,652,513,855,715,878,399,265,759
76,499,97,348,13,868,572,358,753,96
622,629,475,227,900,789,408,325,461,307
215,687,288,650,603,305,985,728,996,766
752,330,219,82,623,797,455,724,362,860
583,59,820,366,99,905,32,424,705,509
286,730,2,285,569,920,382,354,184,76
339,421,427,615,570,69,560,666,982,558
239,954,990,253,169,119,457,859,637,458
39,776,676,555,369,384,969,248,682,970
66,793,916,610,657,335,741,146,675,821
963,549,537,391,565,850,854,481,655,110
673,225,306,581,918,672,717,357,131,127
955,429,3,976,387,492,108,79,500,822
913,191,282,945,947,949,216,364,577,325
646,297,316,477,906,588,899,187,655,430
695,41,835,714,928,287,943,660,610,916
769,140,639,802,584,937,902,172,743,111
779,792,983,373,953,101,107,22,978,586
578,117,842,991,478,892,177,688,93,512
198,305,288,766,687,985,603,728,498,650
577,949,913,33,209,157,394,947,191,279
539,632,598,281,272,804,10,43,233,487
58,836,751,482,144,929,993,636,120,464
330,752,797,199,82,254,386,372,149,724
347,538,467,46,783,419,542,932,349,489
189,746,777,154,805,592,972,442,709,621
398,812,160,897,840,121,968,142,844,406
710,742,527,178,539,257,10,272,598,188
445,697,517,875,14,486,694,15,399,320
918,306,207,717,131,673,352,581,888,404
324,609,255,310,686,582,308,387,976,500
475,900,856,605,408,197,622,325,629,789
758,105,149,26,614,280,386,254,852,552
608,334,471,838,126,504,814,661,895,338
231,50,332,337,402,170,269,444,931,468
230,50,332,337,402,170,468,931,444,484
385,668,42,287,41,536,795,356,163,657
632,281,217,185,101,272,539,648,893,10
436,395,67,138,573,833,453,874,35,102
116,637,253,143,119,133,575,990,203,954
24,625,649,936,681,44,180,705,163,463
469,849,120,940,994,520,144,765,482,751
19,648,10,893,554,272,281,17,638,989
990,203,859,253,954,457,119,867,169,760
587,54,292,378,326,459,869,314,885,441
91,422,40,276,9,817,661,77,881,336
589,485,885,441,102,326,292,977,314,459
839,883,806,89,640,809,299,472,514,405
173,591,259,463,705,411,553,557,599,905
271,4,327,284,258,562,723,277,404,823
736,377,502,791,706,25,961,781,797,27
643,660,835,714,392,695,567,252,174,211
176,39,204,321,613,776,682,186,147,676
787,683,519,295,788,728,985,403,18,603
128,518,275,8,331,808,349,23,45,566
815,896,889,47,731,588,316,601,924,503
174,763,567,392,247,257,643,188,175,596
119,116,235,637,203,990,239,954,133,169
386,149,372,654,552,219,758,959,915,330
582,310,226,609,912,686,123,324,309,500
490,867,457,834,859,760,458,31,21,516
178,188,527,567,174,763,742,223,392,710
284,327,277,4,343,723,562,700,245,404
244,173,553,591,463,599,705,411,557,880
807,945,465,282,191,789,325,408,209,523
824,981,43,432,87,804,185,142,942,598
114,713,135,346,420,800,684,604,922,166
579,750,825,878,454,652,64,677,513,68
614,383,26,129,105,580,371,187,481,854
641,513,864,759,855,878,974,732,68,399
501,801,379,817,157,934,692,1,526,40
390,909,907,917,524,834,7,635,720,901
425,428,830,359,466,452,353,761,172,493
170,402,168,337,332,444,6,230,866,931
755,315,721,933,533,493,353,359,982,69
245,823,950,723,404,4,284,258,327,277
10,281,539,648,217,632,238,893,710,223
508,952,48,958,437,765,678,722,53
693,534,375,633,548,413,80,778,987,298
808,250,349,128,45,803,23,704,518,106
881,12,91,241,9,749,104,336,422,77
258,284,723,327,343,700,404,4,562,352
368,740,600,94,130,416,192,877,291,389
33,611,363,607,355,597,381,216,577,949
389,105,628,228,383,614,278,702,416,368
272,10,632,648,539,217,893,233,238,19
191,945,209,913,260,325,465,807,789,381
485,790,138,102,441,833,35,242,885,314
258,327,277,4,562,343,723,700,245,404
184,569,2,201,730,868,382,354,286,76
730,920,201,2,569,294,76,285,887,957
41,232,211,385,657,928,668,916,610,695
198,215,650,996,687,766,305,880,603,985
11,566,415,732,857,965,331,864,641,759
494,361,999,318,735,784,5,656,438
877,130,600,740,988,134,368,94,278,28
326,314,240,885,54,587,441,378,459,485
590,476,112,848,890,525,671,547,921,664
957,920,52,689,56,888,286,73,886,323
519,788,249,787,683,18,403,498,505,728
951,884,153,819,914,83,962,843,685,634
899,316,646,831,477,588,210,543,430,906
333,413,633,93,548,745,177,474,80,118
640,472,532,514,530,89,405,243,846,839
167,447,966,401,433,64,182,139,397,677
645,515,480,6,486,168,269,828,14,694
362,852,462,154,592,930,758,330,189,944
627,925,103,417,973,851,696,829,17,593
560,982,307,69,629,315,615,533,270,755
215,766,498,198,403,288,985,687,728,530
918,225,717,131,207,673,581,888,352,73
304,560,629,982,69,197,339,615,427,315
79,3,324,545,976,156,226,132,429,609
686,500,310,387,510,616,826,255,582,976
255,686,582,226,309,912,500,123,609,510
568,774,662,972,805,669,592,709,863,122
190,57,492,350,124,826,671,113,128,23
770,830,856,38,631,353,450,227,721,605
326,292,54,441,885,612,240,485,587,242
270,755,533,933,982,721,69,493,304,615
588,297,899,831,815,210,646,896,543,251
400,935,407,405,514,109,136,640,243,505
438,361,679,999,940,529,5,290,849
37,775,322,626,576,644,986,158,620,511
715,875,697,388,195,974,224,399,445,855
998,340,248,147,553,969,880,599,356,44
576,620,644,626,158,37,319,51,967,122
886,352,888,689,131,717,957,56,52,516
609,226,255,308,582,310,686,115,976,123
789,408,900,945,260,622,282,209,475,197
314,292,885,441,54,240,485,587,242,612
284,258,4,562,277,343,700,245,723,414
55,967,123,912,70,158,115,164,644,626
733,630,871,34,374,870,49,908,88,729
199,219,752,386,82,254,797,362,149,623
965,518,566,415,8,250,857,11,289,563
337,402,444,931,484,171,168,50,230,231
93,298,745,177,960,847,892,413,118,633
229,608,838,338,351,471,814,126,504,971
675,146,435,793,657,205,916,356,610,66
9,104,422,420,135,91,881,939,713,346
332,402,444,931,484,168,171,50,230,231
351,334,971,608,229,84,838,631,934,450
202,421,427,615,560,69,570,982,307,666
998,321,44,553,163,536,259,599,244,681
970,926,964,512,555,384,369,676,725,776
956,980,406,141,840,659,968,868,348,617
700,277,258,284,414,327,544,562,434,4
137,821,741,708,125,734,440,146,796,675
179,914,699,376,962,997,296,479,27,884
713,135,684,420,800,262,104,784,336,9
538,467,220,783,932,46,719,680,419,938
13,737,868,879,196,342,499,980,439,956
704,808,803,275,783,663,518,250,45,128
525,476,312,190,563,671,8,664,128,124
971,338,84,334,838,229,452,608,466,425
131,717,918,886,323,306,404,225,888,723
721,359,493,830,270,755,933,315,313,268
382,201,285,184,143,767,569,782,286,730
611,607,571,279,363,911,33,995,381,16
435,147,675,335,146,998,232,536,385,657
771,672,495,673,207,150,61,581,225,127
572,61,97,96,150,196,127,753,76,499
353,493,721,140,769,830,933,268,270,755
456,528,718,376,396,927,182,401,699,433
999,318,5,438,290,494,529,784,922,679
302,154,330,852,621,199,189,592,462,455
607,597,279,611,604,355,33,394,571,216
947,605,209,900,408,913,949,38,325,475
618,491,74,460,749,29,703,559,375,86
820,59,99,424,509,200,905,846,583,412
828,921,866,6,658,890,515,848,617,659
740,600,278,416,130,192,94,291,780,877
555,204,39,676,776,384,969,970,996,650
786,992,496,832,106,663,45,442,803,23
187,383,906,264,129,614,105,580,477,26
654,552,959,915,254,149,386,706,152,797
978,792,779,983,213,22,107,953,70,775
870,34,145,329,871,739,733,169,630,954
460,274,491,693,29,841,365,74,703,618
360,699,456,528,914,997,345,962,718,401
706,791,246,959,781,915,372,522,654,152
459,587,240,910,977,292,54,175,871,908
1,801,266,450,157,934,501,38,631,577
503,601,691,731,889,799,896,251,748,564
521,410,523,756,279,191,282,465,33,611
354,201,285,184,143,767,569,286,730,2
614,105,264,371,187,26,129,580,906,280
676,776,555,204,39,369,970,682,984,341
668,232,42,287,536,41,795,163,36,63
254,149,758,372,654,552,330,219,228,959
500,976,429,686,309,208,955,3,226,310
195,715,974,652,320,513,875,855,399,878
628,280,416,192,702,368,780,278,193,740
267,834,917,524,909,7,907,31,635,21
565,549,655,537,963,850,748,206,854,799
567,188,643,690,174,178,247,257,252,763
712,780,28,546,988,602,541,192,416,768
597,157,526,692,577,216,363,604,33,949
67,573,234,874,436,833,35,747,861,453
718,456,528,360,927,98,182,376,401,433
634,966,153,83,167,20,433,884,813,962
222,812,142,160,844,968,840,897,782,121
855,15,974,759,732,875,641,195,265,513
935,317,407,405,514,109,505,136,295,788
433,167,966,997,300,962,699,927,397,914
337,332,444,931,168,484,171,50,269,230
498,788,305,530,295,519,215,766,728,405
723,823,352,950,131,918,277,225,717,258
514,640,407,530,299,317,400,243,403,498
980,342,956,968,141,840,812,844,659,868
317,400,935,405,514,640,530,788,299,136
900,325,789,475,605,227,947,622,364,197
738,919,461,807,465,543,260,831,85,622
521,756,381,523,465,611,355,279,995,807
557,173,591,244,904,463,905,259,705,473
473,904,846,557,424,411,905,532,472,366
80,298,474,987,975,778,633,333,550,118
434,901,544,343,700,562,720,327,284,258
857,965,11,331,566,289,518,8,563,732
192,780,368,628,740,389,278,600,988,130
851,103,627,303,772,418,638,925,707,17
707,851,638,772,417,586,103,627,17,554
542,46,489,621,220,837,455,538,347,777
135,713,336,9,422,104,346,262,91,817
202,339,427,570,615,69,666,560,558,982
91,9,336,420,104,241,135,817,881,713
162,180,453,936,63,71,625,573,24,649
846,366,412,509,59,820,905,473,904,532
268,428,466,452,761,359,830,172,698,470
923,575,827,487,432,87,598,804,43,133
666,339,202,558,421,564,560,307,924,615
425,466,761,452,698,268,470,172,451,639
976,208,955,387,3,500,492,79,308,686
477,906,85,899,646,297,94,187,543,831
92,181,865,862,155,100,711,506,816,497
87,923,575,426,43,261,804,487,824,598
401,167,966,997,962,300,397,699,634,914
901,414,720,544,907,909,343,700,267,562
675,335,146,356,147,793,657,205,916,610
234,138,395,67,833,102,573,453,874,35
958,118,53,727,785,960,745,273,847,151
318,529,361,5,999,940,679,764,849,469
468,737,13,879,499,231,230,348,753,624
125,796,488,81,734,821,344,708,137,464
885,485,326,242,314,292,589,283,240,54
663,777,746,803,370,704,489,189,221,496
151,785,53,847,478,960,892,745,177,964
931,402,337,332,168,171,484,606,50,269
224,697,517,694,486,14,875,320,15,399
531,882,636,810,929,22,161,107,891,772
300,535,64,182,167,98,139,579,677,966
602,585,768,757,898,16,995,911,674,28
594,561,690,593,610,973,916,66,696,835
631,38,1,801,770,379,934,313,830,266
698,853,470,761,556,172,743,873,584,111
466,428,84,761,425,470,698,268,148,172
551,234,395,573,67,423,63,436,36,795
946,194,750,677,68,825,139,263,64,579
623,837,651,199,621,542,419,752,90,82
528,360,927,718,396,376,182,98,401,433
458,21,256,834,490,31,867,859,203,7
21,31,457,7,834,630,256,954,169,490
378,977,587,910,240,175,292,885,858,54
29,74,491,703,841,618,365,375,12,670
622,409,197,919,789,807,325,260,629,408
930,944,852,568,302,592,702,758,362,193
705,591,244,173,259,411,905,557,553,236
796,773,488,440,81,125,836,218,829,993
807,260,523,282,945,521,738,191,409,381
452,428,761,470,425,698,84,268,148,172
538,347,932,220,719,680,938,783,46,72
439,737,231,230,13,879,50,499,170,332
849,237,940,120,994,520,764,144,941,438
761,698,451,853,428,466,172,452,148,584
126,229,608,504,838,845,814,895,334,661
532,299,89,846,640,424,412,243,473,530
904,412,557,846,411,532,424,905,472,173
987,975,80,550,413,798,778,727,735,118
227,900,605,408,856,197,325,622,789,364
525,664,293,590,350,726,671,112,665,563
906,430,646,297,899,187,210,371,85,316
892,847,842,578,177,117,960,214,443,745
27,736,961,502,179,25,246,948,296,951
168,301,444,606,269,931,402,645,515,171
794,854,850,580,537,129,762,565,264,876
144,58,218,929,636,994,836,120,237,751
159,709,774,510,972,616,832,496,164,805
171,931,444,337,332,402,606,168,50,230
441,242,885,589,326,102,283,314,292,138
517,694,14,301,645,480,445,224,606,515
598,923,804,426,43,432,575,827,742,217
81,796,78,440,125,464,734,993,708,836
542,621,419,46,777,746,189,442,154,663
256,867,760,457,859,834,516,458,390,31
74,365,618,460,29,703,375,749,841,12
955,429,671,312,208,387,500,976,190,3
721,359,933,353,755,270,140,769,315,212
784,999,290,361,684,5,800,922,656,318
771,150,357,61,672,358,96,572,97,673
832,786,370,992,709,972,159,805,616,483
711,511,181,986,862,92,431,701,667,674
403,305,788,530,766,215,519,295,728,985
753,13,624,96,97,196,439,348,358,737
387,686,309,976,429,310,226,492,208,955
266,817,40,934,801,379,692,526,241,157
25,961,736,246,27,479,781,791,377,706
380,731,601,889,691,251,896,564,799,815
814,895,661,77,608,471,126,229,845,86
18,295,400,903,935,519,787,788,249,317
862,571,181,674,431,100,166,607,865,355
943,551,928,795,36,436,453,234,102,63
952,273,765,679,958,48,993,78,751
366,424,820,99,846,59,89,472,809,532
616,159,483,310,309,582,912,686,832,123
986,497,711,701,667,716,181,319,891,92
964,926,341,725,970,578,214,991,478,117
878,265,652,641,195,974,759,855,825,864
405,640,530,299,407,243,317,472,532,403
6,301,645,828,367,480,866,269,921,170
760,544,867,490,56,256,700,689,323,859
486,694,14,445,224,645,301,480,697,665
331,250,566,965,8,275,349,128,783,415
295,249,787,788,683,403,728,18,498,985
941,994,764,816,469,237,849,92,940,144
410,381,523,756,465,282,191,807,279,260
876,110,152,762,754,791,781,915,706,959
521,410,756,465,381,807,260,282,191,738
917,635,7,729,390,267,88,31,30,834
476,350,664,293,671,590,563,726,112,312
692,394,817,157,266,597,501,604,420,422
178,223,710,257,188,742,567,10,392,539
456,360,927,396,718,376,182,98,401,433
5,438,361,999,155,318,922,865,764,816
514,405,299,498,640,403,532,472,766,305
107,22,586,446,882,707,792,418,810,772
472,846,299,473,412,89,904,424,640,530
315,755,270,933,69,615,982,570,721,493
548,633,62,693,274,298,413,333,93,80
447,300,64,579,98,182,263,750,825,677
163,44,42,681,668,385,998,232,340,24
850,565,854,391,549,206,481,963,655,794
467,347,220,932,46,719,783,680,938,419
217,272,632,10,598,710,281,223,742,804
772,103,417,829,627,773,851,303,418,636
546,65,744,712,863,393,669,602,193,122
419,46,489,621,220,777,455,837,538,347
831,899,297,85,316,919,588,738,409,430
516,700,901,434,414,343,490,760,256,867
156,132,653,79,108,942,822,3,185,308
541,712,65,393,744,863,780,193,602,669
112,897,160,121,590,671,293,848,890,492
633,534,62,298,693,274,333,413,93,177
391,963,565,206,537,655,850,748,854,481
798,975,474,735,987,656,80,647,778,727
36,795,453,63,507,234,436,928,943,423
654,915,372,959,152,254,149,386,762,706
259,599,244,173,591,880,340,463,411,705
17,638,851,238,19,707,989,418,893,417
676,369,204,776,39,384,970,341,969,682
873,111,743,451,937,584,902,853,172,698
411,904,473,412,173,905,591,244,463,259
666,924,427,47,564,339,202,889,421,251
86,845,749,895,77,618,504,126,365,814
982,304,307,69,615,339,629,315,533,570
594,973,593,696,925,449,303,627,103,17
4,327,284,258,414,343,277,700,245,434
8,726,350,965,331,250,664,415,525,518
666,558,889,503,427,924,731,47,380,421
391,537,655,549,850,854,748,963,206,481
331,965,518,289,415,11,857,783,250,8
392,174,188,252,257,763,178,643,247,527
311,930,592,944,462,702,193,863,669,774
2,285,730,184,868,76,201,286,196,382
615,69,533,339,202,982,421,560,315,304
674,355,911,506,611,607,16,757,995,862
358,61,97,96,196,150,76,127,887,753
67,395,874,747,861,234,35,453,833,436
619,811,60,183,813,642,818,685,83,819
426,923,827,432,87,487,143,116,637,235
322,644,626,158,620,37,967,319,51,70
949,216,913,157,209,33,947,394,364,191
214,117,842,478,892,177,991,847,93,512
263,750,825,64,878,652,454,677,513,139
129,854,264,481,850,26,794,371,383,614
127,673,73,306,207,887,225,672,717,888
255,310,912,123,609,226,686,510,324,309
200,32,59,820,99,366,905,649,705,424
743,937,639,172,111,873,212,902,802,140
995,16,757,911,898,768,448,674,602,571
707,418,989,531,107,638,772,851,792,554
240,378,459,292,54,326,885,977,869,314
316,815,896,297,251,831,899,210,543,646
242,485,885,441,102,977,326,292,138,459
293,848,890,112,476,547,921,525,671,664
173,463,244,705,411,259,557,905,553,904
221,568,462,930,154,189,302,805,311,746
696,561,973,594,925,303,829,627,103,449
561,449,593,973,696,925,66,303,690,627
894,148,853,470,451,761,698,466,452,556
739,763,174,257,858,175,34,252,742,827
363,394,604,607,33,279,526,611,216,157
487,804,43,217,923,539,426,710,742,223
553,880,259,244,173,411,591,996,288,463
740,130,368,278,94,877,291,416,192,988
691,731,799,380,503,896,889,748,251,815
768,28,393,898,712,448,546,988,541,585
985,728,687,198,215,650,288,305,996,249
597,114,363,607,394,262,166,526,692,279
364,900,475,947,227,408,38,325,856,789
171,484,931,444,168,337,332,402,480,50
363,611,355,279,571,597,33,604,506,911
229,334,814,504,471,126,838,661,895,338
324,226,255,582,310,123,912,115,686,308
916,657,205,66,793,335,287,675,449,146
355,607,279,363,571,33,381,597,911,410
314,54,326,292,869,30,240,441,95,885
186,176,979,682,722,984,734,248,708,678
105,26,264,383,371,129,580,187,228,280
69,570,982,560,533,339,315,202,304,421
510,159,832,992,786,309,496,483,826,370
658,879,866,659,737,367,828,170,956,921
365,74,491,749,460,703,29,559,86,12
574,811,183,813,60,685,642,818,83,819
322,576,644,158,626,51,37,122,967,744
489,542,154,419,777,189,46,746,455,362
197,461,789,629,325,408,900,475,227,260
455,837,199,651,752,82,90,724,621,330
753,96,499,97,13,150,61,358,572,196
24,936,236,649,180,681,423,44,63,163
158,644,576,322,37,70,620,775,319,967
303,103,925,417,851,973,696,17,772,638
389,416,192,702,193,780,280,368,944,278
197,307,622,304,560,475,227,982,461,900
329,733,21,49,458,31,908,88,7,729
450,770,38,313,1,801,379,934,830,338
217,281,233,539,272,10,598,804,648,185
548,534,298,413,333,62,693,274,93,80
397,966,153,83,20,813,884,685,167,139
524,917,30,729,95,88,869,7,390,267
929,482,58,218,446,144,540,836,464,772
133,116,119,235,253,145,169,954,143,203
851,17,554,707,418,417,103,627,303,989
212,584,140,769,172,802,937,743,902,111
514,299,405,243,472,530,89,839,532,407
759,265,855,864,732,513,974,399,289,878
818,183,811,60,574,619,651,90,813,685
247,835,392,660,714,567,695,252,690,188
576,158,626,322,620,37,70,967,55,319
301,515,6,480,486,14,665,517,828,664
477,210,297,906,899,430,316,187,588,371
656,670,975,778,550,987,80,474,798,735
893,238,281,10,272,554,19,989,632,17
625,24,236,936,180,32,681,583,705,423
996,687,288,198,969,603,215,880,985,369
837,818,642,90,183,455,60,623,811,574
878,513,195,263,388,825,579,750,974,265
942,108,822,156,132,545,981,79,3,185
552,372,915,959,254,152,149,386,762,706
565,748,391,850,549,799,537,854,210,963
647,550,975,670,735,778,987,798,290,494
916,610,793,335,205,66,675,435,287,146
617,866,879,367,828,659,170,921,737,269
141,956,617,658,342,921,367,840,866,890
714,835,247,695,643,943,211,928,252,41
814,504,77,40,895,608,241,229,471,934
122,51,669,164,863,311,967,65,774,744
442,803,704,808,370,349,777,45,275,106
726,665,476,525,563,293,350,645,590,515
726,664,14,645,563,476,525,301,515,486
558,427,924,564,47,202,339,421,889,251
701,716,891,161,986,511,810,941,882,711
385,232,42,536,795,287,163,36,41,63
863,122,662,65,744,51,541,311,546,193
778,647,841,975,987,656,80,29,550,474
112,492,525,312,350,547,293,476,590,190
357,771,673,495,207,581,150,61,127,306
207,581,306,672,225,357,918,127,717,73
757,571,911,16,862,181,995,506,585,355
146,335,435,793,356,205,657,147,741,916
776,555,384,204,39,369,970,682,984,341
139,64,20,194,454,946,750,825,263,68
48,984,722,682,53,785,186,613,979,384
318,940,438,765,361,849,508,469,290
938,932,719,72,946,68,467,538,864,194
24,44,936,236,163,625,536,180,42,649
984,186,176,613,722,776,678,384,676,204
787,249,519,295,728,788,903,985,18,603
800,784,922,346,494,262,713,999,5,135
83,819,813,811,619,183,574,153,60,642
310,309,500,387,255,226,582,976,324,609
198,603,650,985,288,215,728,996,305,766
872,991,165,75,214,725,578,117,512,842
56,957,294,323,886,760,52,920,888,516
392,188,449,19,178,567,643,594,527,561
601,799,380,731,503,748,896,889,251,815
526,817,394,157,266,501,420,597,422,604
274,534,633,375,548,413,80,778,298,987
486,517,445,480,14,606,301,224,645,168
714,835,211,660,928,41,943,247,643,287
593,973,829,925,561,303,627,103,773,594
875,224,445,320,517,399,715,15,14,974
470,761,451,172,428,853,584,743,466,639
914,997,962,376,433,401,345,167,966,296
